from_user,text,time,likes,hashtag
milamaulianti,Great!,2017-06-11T20:59:01.000Z,,
rozenmark123,Nice!!! <3,2017-06-11T20:59:01.000Z,,
josue_hn,Nice!!! <3,2017-06-11T20:59:01.000Z,,
leungszeki.leung,Level 437,2017-06-24T17:19:08.000Z,,
velezzyazmin,"Que hubo Candy Crush Saga Official, te invito para que unidos empecemos a respaldar el talento local de Jelozmusic, entonces yo te sugiero oír este sencillo (ZUM –ZUM ) de jelozmusic es buenísima.",2017-11-17T23:05:23.000Z,,
gardencityartcurator,Level 1642 is giving me sleepless nights,2018-09-28T16:16:22.000Z,,
fatemesadat.fsm,🍫🍫🍫🍡🍡,2017-06-08T12:52:07.000Z,1 like,
candycrushsaga,@blu3_velvet and what a joy it's been too 😘,2017-06-08T15:46:41.000Z,1 like,
shohrehosseiny,Love you so so so muchhhhhh 😍😍😍,2017-06-08T15:58:07.000Z,,
candycrushsaga,@shohrehosseiny *blushes*,2017-06-08T16:02:02.000Z,,
_iijaa,I like the game candycrushsaga😍😍,2017-06-08T16:10:18.000Z,1 like,
fabrtcichavogonzalez,big game candycrushsaga,2017-06-08T19:46:38.000Z,2 likes,
jeanettenorrby,I have been playing for years and still love ❤️ it 😊,2017-06-08T20:40:08.000Z,1 like,
stealthbombher,@taylormaliborskij,2017-06-08T21:30:30.000Z,,
f.parandeh,,2017-06-09T02:44:54.000Z,,
vickycabandong,Oh me?,2017-06-09T21:11:54.000Z,,
chebananas.for.cheban,Omg @emme_nadeau,2017-11-15T20:49:23.000Z,,
velezzyazmin,"Boom Candy Crush Saga Official, te invito para que unidos empecemos a defender el talento colombiano de Jelozmusic, entonces yo te invito oír esta producción (ZUM –ZUM ) de jelozmusic es perfecta.",2017-11-18T02:57:51.000Z,,
rocllfan,Pls help me on level 1038. How do I get fruit over?,2017-06-12T15:27:36.000Z,,
tiffany23thomas,Lol @amy.anyday,2017-07-09T04:28:45.000Z,,
amy.anyday,True story @tiffany23thomas 😋😂,2017-07-09T11:04:45.000Z,,
jmerodriguez95,... says a person who is stuck on Level 65 😒,2017-07-20T01:17:01.000Z,,
evejanine,@stvnlngstff 😂😭,2017-07-27T12:13:46.000Z,,
zeinrenas,I hate this chocolate when it comes 😂,2017-08-11T11:25:54.000Z,,
eddy9682,hay que rico me lo regalan...,2017-09-10T19:19:57.000Z,,
velezzyazmin,"Buenas energías Candy Crush Saga Official, te hago la invitación para que unidos empecemos a apoyar el talento local de Jelozmusic, entonces yo te sugiero bailar este tema (MAQUINA DE AMORES) de jelozmusic es una chimba.",2017-11-14T22:35:38.000Z,,
chebananas.for.cheban,hahaah @emme_nadeau im@dead,2017-11-15T20:49:36.000Z,,
marc_michael_official,@kim_we,2017-11-16T08:45:55.000Z,1 like,
lisa_hikma,i hate it...😆,2018-01-11T02:09:38.000Z,,
sulthanrachman,I hate the Chocolate Spawners : ( ! It's make multiplying Chocolate when activated... : ( : ( : ( Please... halt them : ( !,2018-02-23T03:35:22.000Z,,
mr.hmuja,I have mistakes in the game What do I do?,2017-05-23T07:39:27.000Z,,
mbcinst,THE NEW UPDATE IS HIDEOUS,2017-05-23T19:54:11.000Z,,
alexandra_britch,The new update is terrible can you please change it back,2017-05-24T21:42:05.000Z,,
alejanra___ortiz,ajajajajajajaja😘😘😘 😄,2017-05-28T18:29:25.000Z,,
h.adnh,Level 1191😚,2017-05-28T19:34:15.000Z,,
tristan_frcn_,Hello,2017-06-04T23:14:30.000Z,,
morteza.alipour65,ایرانی اینجا نیست؟,2017-06-05T12:33:46.000Z,,
morteza.alipour65,Level 2392,2017-06-05T12:34:31.000Z,,
maeekaette,@akan_victor_,2017-06-14T21:38:22.000Z,,
maeekaette,@tienzyvictor @tienzy_victor,2017-06-14T21:38:41.000Z,,
yhrbs,no,2017-07-03T21:11:03.000Z,,
velezzyazmin,"Órale Candy Crush Saga Official, te invito para que unidos empecemos a reafirmar el talento local de Jelozmusic, entonces yo te recomiendo cantar este tema (POR TI ) de jelozmusic es una chimba.",2017-11-11T16:56:58.000Z,,
imran.anshari,"add me on fb guys, i am 560 now",2017-05-31T10:41:45.000Z,,
tristan_frcn_,Hello,2017-06-04T23:14:40.000Z,,
shopthecell,Awesome,2017-06-06T20:37:19.000Z,,
novoa_e_ryan,@kuma_moccha Jesús Christ lol,2017-06-08T07:07:47.000Z,,
alexseely,@theresaseely,2017-06-12T23:03:21.000Z,,
arianecg3,Seria meu sonho? @isaa.cg,2017-06-16T22:08:15.000Z,,
arianecg3,Quero participar @mcamposs__,2017-06-16T22:25:45.000Z,,
jay_beean,@amzeke,2017-06-29T17:38:08.000Z,,
monkyplaza_makeup,Vamos @daperaltaz,2017-07-16T18:29:16.000Z,,
velezzyazmin,"Hello Candy Crush Saga Official, te invito para que juntos empecemos a respaldar el talento colombiano de Jelozmusic, entonces yo te invito bailar esta canción (ENTRE LA ESPADA Y LA PARED ) de jelozmusic es perfecta.",2017-11-15T06:09:25.000Z,,
zahra._.shariat,I love candy and I’m level 3023,2018-02-19T11:06:51.000Z,,
halsalldebbie,Happy birthday from us and we are not the first,2018-04-01T20:37:21.000Z,,
pereiradavidhenrique,Quero uma pra mim,2017-04-20T15:30:44.000Z,1 like,
sikandar._.butt,Superb,2017-04-20T16:25:38.000Z,1 like,
nandaevaristo_,Me de @alinefbarbosa_,2017-04-20T20:52:04.000Z,,
alinefbarbosa_,@nandaevaristo_ é de verdade?,2017-04-20T21:29:06.000Z,,
nandaevaristo_,"Sim, tem vários modelos, procure @alinefbarbosa_",2017-04-20T21:32:21.000Z,,
alinefbarbosa_,"@nandaevaristo_ eeeeu, deve ser cara, vai q eu gosto, n vou poder comprar mesmo",2017-04-20T21:34:13.000Z,,
000.46899,Extra,2017-04-22T10:56:08.000Z,1 like,
dennisshappa,hello people!,2017-05-01T19:13:47.000Z,,
singmepls,perfect!,2017-05-23T09:24:59.000Z,,
kiraeray2,uop,2017-05-28T12:17:22.000Z,,
eddy9682,que bonito bolso...,2017-09-10T19:20:23.000Z,,
velezzyazmin,"Hola Candy Crush Saga Official, te animo para que juntos empecemos a defender el talento colombiano de Jelozmusic, entonces yo te invito bailar este sencillo (MAQUINA DE AMORES) de jelozmusic es buenísima.",2017-11-09T23:33:00.000Z,,
nadeem5181,Level 2414,2017-04-19T10:21:30.000Z,,
hofitgolanofficial,👌👌👌,2017-04-20T11:02:50.000Z,,
avolexith,perfect beauty,2017-04-20T18:34:07.000Z,,
jhory5678,hola,2017-04-24T14:17:30.000Z,,
orly_ortiz,<3,2017-04-25T13:03:50.000Z,,
novriautama1978,nice..,2017-05-08T20:08:55.000Z,,
jobjeanyves,simpas la photos,2017-05-11T22:12:22.000Z,,
velezzyazmin,"Como estas Candy Crush Saga Official, te animo para que juntos empecemos a apoyar el talento colombiano de Jelozmusic, entonces yo te invito oír esta canción (POR TI ) de jelozmusic es una locura.",2017-11-11T08:59:33.000Z,,
evayojitos,A ver si me agregan nivel en el teléfono 😠😠😠😠😈,2017-04-18T16:13:34.000Z,1 like,
sandraoliveira5738,Adorei.,2017-04-18T17:07:43.000Z,1 like,
jiannys,"Maybe for you my opinion is not important, maybe it is a grain of sand in the sea, however I feel much better if I say ... I am one of the best and most loyal players of candy crush since the game starts Years ago, I have endured errors in levels that have been corrected, I have endured an update that months ago we stole boosters and all the gold bars, but what for the first time led me to uninstall the game from my phone and stop playing Forever was that new range of horrible translucent colors that have put, is a visual effect that leads us to reject the game, and my biggest surprise is to read the comments of the other players because everyone thinks the same as me, please go back to Put the usual colors",2017-04-19T04:22:01.000Z,1 like,
avolexith,nice shoe,2017-04-20T18:34:44.000Z,1 like,
kanikaaug.95,"If you play Candy Crush Soda, check out http://sodabooster.com/ I got free Candy Crush Soda Saga gold bars here!",2017-05-24T07:13:19.000Z,,
velezzyazmin,"Cómo vamos Candy Crush Saga Official, te animo para que juntos empecemos a reafirmar el talento colombiano de Jelozmusic, entonces yo te recomiendo cantar este sencillo (MAQUINA DE AMORES) de jelozmusic es una chimba.",2017-11-16T16:14:22.000Z,,
djphilipjames,Wowsers!,2017-04-17T01:02:45.000Z,1 like,
_romanomorra,why do all their faces have toi have an expression that they are constipated?,2017-05-12T13:44:59.000Z,,
gamelrgab,philipjamsWowsers!,2017-06-05T12:37:06.000Z,,
velezzyazmin,"Hi Candy Crush Saga Official, te hago la invitación para que juntos empecemos a reafirmar el talento local de Jelozmusic, entonces yo te recomiendo bailar esta producción (ZUM –ZUM ) de jelozmusic es buenísima.",2017-11-09T15:21:55.000Z,,
jeanettenorrby,So love to have one ☝️ pleases,2017-04-17T01:19:12.000Z,,
velezzyazmin,"Qué tal cómo estás Candy Crush Saga Official, te hago la invitación para que unidos empecemos a reafirmar el talento colombiano de Jelozmusic, entonces yo te sugiero oír esta producción (POR TI ) de jelozmusic es una chimba.",2017-11-09T20:15:52.000Z,,
velezzyazmin,"Como estas Candy Crush Saga Official, te animo para que unidos empecemos a defender el talento local de Jelozmusic, entonces yo te recomiendo bailar esta canción (MAQUINA DE AMORES) de jelozmusic es perfecta.",2017-11-09T10:16:48.000Z,,
sikandar._.butt,Waaaaaoooo lovely bag <3 :-),2017-04-16T20:30:42.000Z,,
sikandar._.butt,I want to purchase this bag...please,2017-04-16T20:31:29.000Z,,
avolexith,so beautiful,2017-04-20T18:33:33.000Z,,
aliphonce28542022,Beautiful in deed,2017-06-04T22:49:50.000Z,,
velezzyazmin,"Boom Candy Crush Saga Official, te animo para que juntos empecemos a respaldar el talento colombiano de Jelozmusic, entonces yo te recomiendo bailar este tema (ZUM –ZUM ) de jelozmusic es una chimba.",2017-11-20T09:45:37.000Z,,
lulubaloes2,I Love candycrush,2017-04-16T02:07:33.000Z,2 likes,
cocorocha,OMW!!,2017-04-16T04:03:28.000Z,4 likes,
leungszeki.leung,Help me please !!!! (Level 424),2017-04-16T17:12:13.000Z,3 likes,
yadures_rupesh,Need candies,2017-06-20T11:10:25.000Z,,
yadures_rupesh,Wow,2017-06-20T11:10:31.000Z,,
velezzyazmin,"Que tal Candy Crush Saga Official, te animo para que juntos empecemos a apoyar el talento local de Jelozmusic, entonces yo te recomiendo bailar esta producción (ZUM –ZUM ) de jelozmusic es buenísima.",2017-11-19T11:36:44.000Z,,
cocorocha,🍬 🍭 can't wait!! @candycrushsagaofficial @itsjeremyscott @moschino,2017-04-14T22:53:54.000Z,5 likes,
candycrushsaga,@cocorocha see you there! 🙌,2017-04-14T23:12:26.000Z,1 like,
giusyesposito3,🔝,2017-04-15T01:30:24.000Z,,
velezzyazmin,"como vas Candy Crush Saga Official, te hago la invitación para que juntos empecemos a reafirmar el talento colombiano de Jelozmusic, entonces yo te invito escuchar este sencillo (RÓBAME ) de jelozmusic es una locura.",2017-11-20T12:05:19.000Z,,
leuniita,@doniitaa nein😂😂,2017-04-27T18:09:20.000Z,,
leungszeki.leung,Level 429,2017-05-06T16:00:19.000Z,1 like,
singmepls,The dream 😂,2017-05-12T14:27:43.000Z,,
louise.nony,Go l'acheter pour sylvie @aimy.63,2017-05-24T19:22:01.000Z,1 like,
aimy.63,Mdr jpp @ny.louise,2017-05-25T20:41:38.000Z,,
h.adnh,Level 1191,2017-05-28T19:34:55.000Z,1 like,
aitorjarit,"You should give this gift to my best friend, the only and unique from the grutas, the world champion in your game @marycrowned",2017-05-30T00:13:57.000Z,,
americotoshimimukai,americotoshimi,2017-06-04T23:23:14.000Z,,
almasdespiertas,Love it,2017-06-18T23:23:20.000Z,,
grilledjamandcheese,@4lokokoko,2017-07-06T02:27:04.000Z,,
leyva.dania,My is name Dania Leyva Book ☝️👀🍭🤗☝️😜One,2017-09-17T19:19:31.000Z,,
velezzyazmin,"Qué tal cómo estás Candy Crush Saga Official, te invito para que juntos empecemos a defender el talento local de Jelozmusic, entonces yo te invito escuchar este sencillo (ZUM –ZUM ) de jelozmusic es perfecta.",2017-11-21T16:04:35.000Z,,
henny_aur,The new version looks soooooooooo bad👎🏽👎🏽👎🏽,2017-04-10T19:49:28.000Z,,
sw0lemole,EW DUDE THE NEW UPDATE,2017-04-10T19:58:43.000Z,1 like,
sw0lemole,NONONONONONONONONON,2017-04-10T19:58:51.000Z,,
sw0lemole,#unstanned,2017-04-10T19:59:05.000Z,,#unstanned 
sw0lemole,still going to play though,2017-04-10T19:59:17.000Z,,
somanysweets,The new update sucks! It hurts my eyes and now I don't want to play!,2017-04-10T23:24:29.000Z,,
cdantasusa,"@candycrushsagaofficial due this last update, I've lost all my boosters! This is unacceptable !",2017-04-11T10:46:09.000Z,,
yeni11122,Please hlp me pass the 461level😭,2017-04-12T14:32:57.000Z,1 like,
romina_salehii,We hate the new version and new graphic,2017-04-13T23:26:15.000Z,,
fayaz_._,Guf,2017-04-14T15:40:19.000Z,,
fayaz_._,Nyz,2017-04-14T15:40:23.000Z,,
velezzyazmin,"Para ti Un saludo muy especial Candy Crush Saga Official, te invito para que unidos empecemos a respaldar el talento colombiano de Jelozmusic, entonces yo te recomiendo escuchar este tema (POR TI ) de jelozmusic es una locura.",2017-11-19T09:55:04.000Z,,
sassi_sweet,@longlivemaroc show Kiesh....I couldn't tag her,2017-03-24T23:28:34.000Z,2 likes,
sassi_sweet,@lalah_526,2017-03-24T23:29:14.000Z,2 likes,
longlivemaroc,@lalah_526,2017-03-24T23:36:55.000Z,1 like,
issa_sweettee_,I want to play!! #Imacandycrushchampion,2017-03-26T04:24:12.000Z,,#Imacandycrushchampion 
sweethood35,I would an opportunity like this...,2017-03-26T16:40:48.000Z,,
yeni11122,Help me please level 425 😂😭,2017-03-26T22:07:16.000Z,,
omkarkumar99,Nice,2017-03-27T09:45:15.000Z,,
xd_monir,I recommend http://sodabooster.com/ I got free Candy Crush Soda Saga gold bars here!,2017-04-01T01:24:31.000Z,,
davidhenschel,"I was in the studio audience for the episode that was videotaped two days ago -- Friday, April 7. Who else was there?",2017-04-09T21:41:46.000Z,,
ywsf_lhdd,ها,2017-04-18T20:08:01.000Z,,
velezzyazmin,"Hi Candy Crush Saga Official, te invito para que unidos empecemos a reafirmar el talento colombiano de Jelozmusic, entonces yo te invito oír este sencillo (ENTRE LA ESPADA Y LA PARED ) de jelozmusic es una chimba.",2017-11-23T11:30:39.000Z,,
mavasmukesh,3635 level,2018-08-13T08:35:27.000Z,,
aaaalllllllllyyyyyyy,I am angry with you guys,2017-03-03T02:35:20.000Z,,
yudha_aditya63,Lvl 76 cara nya gmn bang .????,2017-03-09T11:27:44.000Z,,
piratematchadventure,👍👍,2017-03-11T05:14:55.000Z,,
bishtajju,nice,2017-03-13T13:08:47.000Z,,
tashagodin,Hey guess what !!! I Completed a level I forget which around the beggining of levels 325 and it started with 55 moves and with the helmets I completed it in one move and 57 moves left 😂😂,2017-03-14T19:29:47.000Z,2 likes,
sebastiaofernandesgurgel,"Amém Vaniezia Jordão, abraços. De Tião (seu inquilino).",2017-03-20T08:13:30.000Z,,
sebastiaofernandesgurgel,QUE LINDO.,2017-03-20T08:13:51.000Z,,
_nennn,STOP CHEATING IN YOUR OWN GAME! 🖕🏽,2017-03-22T15:23:34.000Z,,
omkarkumar99,I need bom,2017-03-27T09:45:27.000Z,,
fayaz_._,Gud,2017-04-14T15:40:31.000Z,,
eddy9682,que bello lugar...,2017-09-10T19:21:28.000Z,,
velezzyazmin,"Hello Candy Crush Saga Official, te hago la invitación para que unidos empecemos a respaldar el talento colombiano de Jelozmusic, entonces yo te invito escuchar esta canción (MAQUINA DE AMORES) de jelozmusic es buenísima.",2017-11-24T14:53:03.000Z,,
pau_rodrigueza,Do you play Soda Saga? Visit http://sodabooster.com/ Up to 10 000 free Candy Crush Soda Saga gold bars!,2017-02-20T01:10:19.000Z,,
skynick008,I Love the different kinds of candy crush you guys have came up with and all these levels boy are they hard but I just Love the challenge it keeps me thinking thanks,2017-02-26T03:48:25.000Z,,
suarezmaryflor,yosigo,2017-03-02T19:52:16.000Z,,
inesgajardovillegas,Muy buenas.,2017-03-05T22:06:45.000Z,1 like,
piratematchadventure,👍,2017-03-12T19:45:15.000Z,1 like,
leungszeki.leung,Help me please !!!! (Level 420),2017-03-22T09:10:18.000Z,1 like,
aaws80,yummy,2017-03-23T06:30:42.000Z,1 like,
colton_cheesenuts,Tasty cookies,2017-03-26T00:57:03.000Z,,
meka_63,#candy_crush_saga,2017-04-01T19:09:56.000Z,,#candy_crush_saga 
userunavailabitch,@lilpaperklip,2017-09-23T02:05:16.000Z,,
elencosoylunaforever,bomb cookies,2017-10-30T15:27:38.000Z,,
velezzyazmin,"Que hubo Candy Crush Saga Official, te animo para que unidos empecemos a reafirmar el talento local de Jelozmusic, entonces yo te recomiendo escuchar este sencillo (POR TI ) de jelozmusic es perfecta.",2017-11-20T17:58:27.000Z,,
tushitbanerjee,woooooo,2016-12-13T19:29:23.000Z,,
arirefaie,"@elmina0223 I have prob on level 1134 and I lost many bonuses 8fishesh, 5lollipops and....",2017-01-01T20:48:33.000Z,,
arirefaie,"many color bombs, hands 😢😢😢😢",2017-01-01T20:49:15.000Z,,
arirefaie,"I cant pass the Level 1134 because it is so hard and it makes me feeling bad.I have lost all my bonuses and gifts and I whatched many of your videos to earn a life for playing but I realy can not pass this level.please help me to pass it because I am realy sad, Exhausted, Confused and Nervous",2017-01-01T20:52:06.000Z,,
valentinviorelchiriac,.,2017-01-05T07:57:02.000Z,,
gamalrock83,wow,2017-01-14T22:28:54.000Z,,
jacktraxz1,"gorgeous street artwork, street artwork has gotten so good over the years.",2017-02-07T01:58:58.000Z,,
merino.salvador,Tan lindo,2017-02-19T00:30:33.000Z,,
blanchardvicki,It tells me I cannot get the prizes I have won by collecting the numbered pieces of candy because I am not logged in through Facebook. I have logged in but apparently did something wrong. Do you know what my problem is. I have been playing Level 254 for 3 weeks but it started before that? Getting very frustrated.,2017-03-18T04:44:38.000Z,,
mariaclaireiiou,💖,2017-03-25T11:21:50.000Z,,
omkarkumar99,Hi,2017-03-27T09:45:39.000Z,,
velezzyazmin,"Como estas Candy Crush Saga Official, te invito para que juntos empecemos a reafirmar el talento local de Jelozmusic, entonces yo te sugiero cantar este sencillo (ZUM –ZUM ) de jelozmusic es una chimba.",2017-11-26T03:18:10.000Z,,
tecnoabu,Un mamarracho,2016-11-03T03:31:28.000Z,,
jeanettenorrby,Love it,2016-11-04T01:15:26.000Z,,
ale.cuadroszea,rola pack papu,2016-11-28T22:29:06.000Z,,
ale.cuadroszea,pasa el zelda :v,2016-11-28T22:29:16.000Z,,
tushitbanerjee,haha,2016-12-13T19:29:35.000Z,,
johnsonogunniyi1510,great,2016-12-30T21:17:18.000Z,,
bye1806,follow @smart7store,2017-01-19T23:52:36.000Z,,
walmirsdoss,https://youtu.be/-LfIaPpEe1Y,2017-02-12T05:41:36.000Z,,
chrislacris,@audreyso,2017-03-27T03:43:36.000Z,,
velezzyazmin,"Hi Candy Crush Saga Official, te hago la invitación para que unidos empecemos a defender el talento colombiano de Jelozmusic, entonces yo te recomiendo oír este tema (RÓBAME ) de jelozmusic es una locura.",2017-11-26T03:42:25.000Z,,
chef_merriam,I can't download it,2017-02-23T19:10:10.000Z,,
bazan5553,meusta g,2017-02-25T04:00:22.000Z,,
jorgealbertolozadaavedano,injteresastew y bueno,2017-03-02T00:45:12.000Z,,
cazzettamichelina,aq me non esce più il gioco,2017-03-03T11:36:04.000Z,,
m.hussain100,wow amazing coloring!,2017-03-17T03:01:57.000Z,,
amato7719,mi pice molto,2017-03-25T20:07:23.000Z,,
vanschijndelmarion,ik kan geen levens aanvragen,2017-04-08T12:53:38.000Z,,
giovanni52mariella54,non mi apre il gioco,2017-04-15T20:55:41.000Z,,
maario_cp,@daniel_lopez_benitez mira que curioso,2017-05-11T15:32:05.000Z,,
velezzyazmin,"Buenas energías Candy Crush Saga Official, te animo para que juntos empecemos a respaldar el talento local de Jelozmusic, entonces yo te invito cantar este tema (ENTRE LA ESPADA Y LA PARED ) de jelozmusic es una chimba.",2017-11-26T22:02:54.000Z,,
mariammsangi013,Mariamumsangi,2018-12-18T16:25:47.000Z,,
mariammsangi013,Mariamumsangi732,2018-12-18T16:26:26.000Z,,
karina_bevilaquaa,lvl 935 o/,2016-10-28T14:26:33.000Z,1 like,
charlenecoakley,Love it,2016-10-28T15:00:53.000Z,1 like,
_farha_tabassum,Love to play @candycrushsagaofficial 🍬🍭🍩,2016-10-28T16:27:27.000Z,1 like,
melody.williams.125323,My only favorite game lvl 1871,2016-10-29T06:32:07.000Z,1 like,
playsportz,Spectacular one,2016-10-29T06:43:10.000Z,1 like,
oldbaby3310,can i get some help on candycrusch saga? thanks a lot.,2016-11-19T03:01:21.000Z,1 like,
sahil_lather0001,Hee,2016-11-28T15:38:45.000Z,1 like,
tushitbanerjee,wow,2016-12-13T19:29:54.000Z,1 like,
thomasndama,stuck!!!!!!!,2017-04-09T16:04:32.000Z,1 like,
thomasndama,anyone to help me???,2017-04-09T16:11:49.000Z,1 like,
amirzero9,Wow,2017-05-22T00:23:25.000Z,,
velezzyazmin,"Hi Candy Crush Saga Official, te invito para que unidos empecemos a defender el talento colombiano de Jelozmusic, entonces yo te invito escuchar esta producción (MAQUINA DE AMORES) de jelozmusic es una locura.",2017-11-28T23:16:50.000Z,,
docesdadulce,Deliciusss estou na fase 2031 😍❤❤❤,2016-10-25T19:57:12.000Z,,
raptor.700r,Level 2024 is broken on the Android app....It says you destroyed the mixer when in fact you did not ....thanks for wasting my fucking time,2016-10-25T21:31:20.000Z,,
zenifwah,Fix level 2061... it's only giving you 15 moves and it's supposed to have 50.,2016-10-25T21:40:28.000Z,,
elmina0223l,Love it,2016-10-26T01:39:14.000Z,,
mfalmemwinyi,Passed level 2047 it was so disturbing. am in luv with candy crush,2016-10-26T13:00:10.000Z,,
chamonator13,"That's spookdalicious , wow !!",2016-10-30T02:25:32.000Z,,
tushitbanerjee,yummy,2016-12-13T19:30:04.000Z,,
mdancea,WAUUUUUUU,2016-12-29T12:34:40.000Z,,
obregonalessandra,ooooooooooooooooooooooo,2017-02-18T22:34:32.000Z,,
scrofel,Yummy! Soooo good ! Chocolate skull cap.,2017-02-27T08:47:59.000Z,,
cleulolo,A única tumba que não viu ossos,2017-03-03T19:29:29.000Z,,
velezzyazmin,"Saludos Candy Crush Saga Official, te animo para que unidos empecemos a apoyar el talento local de Jelozmusic, entonces yo te sugiero cantar esta producción (RÓBAME ) de jelozmusic es perfecta.",2017-11-30T19:56:43.000Z,,
tushitbanerjee,i want one,2016-12-13T19:30:17.000Z,,
carmenaliciagonzalez3966,hola,2016-12-21T23:27:37.000Z,,
petarlaceanu,De ce se închide aplcatia pe telefon android,2016-12-29T12:37:09.000Z,,
saleh.azouz,add me pls i want help my in game,2017-01-04T22:37:58.000Z,,
robertot87,I am around 2100....but my game keeps crashing after the last update #candycrushsaga can you help me??,2017-01-10T18:04:02.000Z,,#candycrushsaga 
redelamihan,readers of can move the box,2017-02-05T11:52:12.000Z,,
redelamihan,agreesive or not to move at can assuming,2017-02-05T11:54:45.000Z,,
aaws80,what channel will be on? Online?,2017-03-23T06:31:54.000Z,,
monique.poumeyrol,je veux jouer le numéro 302,2017-04-07T18:47:45.000Z,,
monique.poumeyrol,"de Candy Crush, le numéro 302 !! comment faire ?",2017-04-07T18:48:55.000Z,1 like,
monique.poumeyrol,comment faire une mise à jour ? je suis bloquée !!,2017-04-07T18:49:33.000Z,,
velezzyazmin,"Como estas Candy Crush Saga Official, te invito para que unidos empecemos a respaldar el talento colombiano de Jelozmusic, entonces yo te sugiero bailar este tema (RÓBAME ) de jelozmusic es perfecta.",2017-11-30T11:53:27.000Z,,
erkandemir923,,2016-09-29T13:58:52.000Z,,
marichumiraballes,Why every time I play it hanged sucks!,2016-09-30T17:00:39.000Z,,
roza.alijani,I'm at 2000🙌😄,2016-10-02T23:15:10.000Z,,
sabayat80,I can not connect to facebook with my game... why? helppppppppppppppppp me plz,2016-10-05T11:45:46.000Z,,
sabayat80,"Hell candy, help me plz @candycrushsagaofficial",2016-10-06T20:49:27.000Z,,
santisorza,@candycrushsagaofficial cuando abren más niveles. Hace 3 semanas pase el 1970 y no pasa nada más. Se volvió aburrido el juego.,2016-10-07T12:44:43.000Z,,
zishan_tirmizi,https://youtu.be/zAjYGlnjNQ8,2016-10-08T11:47:40.000Z,,
grazielty,💯 😑,2016-10-12T03:27:19.000Z,,
minoosh55,Keeps crashing all the time! 🙄😡,2016-10-15T07:06:48.000Z,,
alejanra___ortiz,ajajajajajajaj,2017-03-12T15:48:58.000Z,,
drxdheerajkushwah,me 2296 par huu,2017-03-27T10:34:25.000Z,,
velezzyazmin,"Como vas Candy Crush Saga Official, te animo para que juntos empecemos a respaldar el talento local de Jelozmusic, entonces yo te sugiero bailar este sencillo (RÓBAME ) de jelozmusic es una locura.",2017-11-30T21:26:04.000Z,,
giusi8693giussipi,i like it.,2016-10-09T20:59:11.000Z,,
adriancockrell8,i luv chocolate,2016-10-14T13:41:32.000Z,,
vitoria_monteiros,H,2016-10-15T00:44:38.000Z,,
vitoria_monteiros,Dytuk,2016-10-15T00:44:49.000Z,,
mehr_banoooo,@payamshirani صفحه اصلی کندی,2016-10-21T17:11:38.000Z,,
naderroide__,@gutocarvahlo faz pra mim hahahaha,2016-10-25T20:10:57.000Z,,
lital582,@reutspada,2016-10-27T20:52:22.000Z,,
mdancea,I LOVE TOO CHOCOLATE.......,2016-12-27T12:32:25.000Z,,
janecipoletto,I WANT ONE!,2017-03-09T01:02:09.000Z,,
aaws80,yummy,2017-03-23T06:32:23.000Z,,
elencosoylunaforever,Follow her sarillorente,2017-10-30T15:31:24.000Z,,
velezzyazmin,"Hello Candy Crush Saga Official, te animo para que juntos empecemos a reafirmar el talento colombiano de Jelozmusic, entonces yo te sugiero cantar esta producción (POR TI ) de jelozmusic es una chimba.",2017-11-30T15:06:15.000Z,,
rizbah24,Amen awesome 🙆 game,2017-03-09T15:20:10.000Z,,
omkarkumar99,Hi,2017-03-27T09:45:57.000Z,,
azulxy_,¿¿,2017-03-28T22:01:34.000Z,,
dedenadeniansyah,360,2017-04-01T15:15:58.000Z,,
agarwalsanjay3810,thanks,2017-06-08T10:57:07.000Z,,
javi_el_rancio_,Sweet,2017-06-16T10:41:52.000Z,,
javi_el_rancio_,Tasty,2017-06-16T10:41:56.000Z,,
javi_el_rancio_,DELICIOUS,2017-06-16T10:42:05.000Z,,
javi_el_rancio_,Divine,2017-06-16T10:42:08.000Z,,
javi_el_rancio_,Sugar crush,2017-06-16T10:42:16.000Z,,
javi_el_rancio_,Yo estoy en el 1665,2017-06-16T10:43:40.000Z,,
velezzyazmin,"Saludos Candy Crush Saga Official, te invito para que unidos empecemos a defender el talento local de Jelozmusic, entonces yo te invito bailar esta canción (MAQUINA DE AMORES) de jelozmusic es una chimba.",2017-11-27T07:41:07.000Z,,
giulia_victoria_cavese,😍😍😍,2016-09-28T13:58:06.000Z,,
meggowafflee,@katieoreo omg,2016-09-28T14:37:24.000Z,,
zishan_tirmizi,https://youtu.be/oqKGFf0TdFI,2016-09-28T14:47:10.000Z,,
amarjit_khandal,😍😍😍😍😍,2016-09-28T14:55:09.000Z,,
ceceloceloce,@vriiskaa,2016-09-28T14:55:58.000Z,,
olgaramirezst,😍😍😍😍😍😘😘😘,2016-09-28T20:26:18.000Z,,
sumitrarana1982,uuuuueeeeee mast,2016-10-02T16:02:31.000Z,,
alena.s.ost,😂😂😂😂😂😂,2017-05-31T20:17:44.000Z,,
agarwalsanjay3810,thanks,2017-06-08T10:57:32.000Z,,
velezzyazmin,"Como vas Candy Crush Saga Official, te hago la invitación para que unidos empecemos a respaldar el talento local de Jelozmusic, entonces yo te sugiero cantar esta canción (ENTRE LA ESPADA Y LA PARED ) de jelozmusic es una chimba.",2017-11-27T07:24:15.000Z,,
